nursery,forgery,messy,ˈnərsəri,ˈfɔrʤəri,ˈmɛsi
dispense,offense,publishing,dɪˈspɛns,əˈfɛ,ˈpəblɪʃɪŋ
banner,lantern,thigh,ˈbænər,ˈlæntə,θaɪ
honour,collar,origin,ˈɑnər,ˈkɑlə,ˈɔrəʤən
clinical,invincible,weekender,ˈklɪnɪkəl,ˌɪnˈvɪnsəbə,ˈwiˌkɛndər
dancer,camper,accent,ˈdænsər,ˈkæmpə,ˈækˌsɛnt
skin,chin,patriot,skɪn,ʧɪ,ˈpeɪtriət
gain,obtain,plea,geɪn,əbˈteɪ,pli
bother,baller,opportunist,ˈbɑðər,ˈbɔlər,ˌɑpərˈtunɪst
devilish,rebellious,calculus,ˈdɛvlɪʃ,rɪˈbɛljəs,ˈkælkjələs
buddy,dusty,brown,ˈbədi,ˈdəsti,braʊn
cheerio,stereo,moustache,ˈʧɪrioʊ,ˈstɛriˌoʊ,ˈməˌstæʃ
nerve,serv,surge,nərv,sərv,sərʤ
turpitude,food,yacht,ˈtərpɪˌtud,fu,jɑt
lessens,essence,spokeswoman,ˈlɛsənz,ˈɛsəns,ˈspoʊksˌwʊmən
pile,meanwhile,breakthrough,paɪl,ˈminˌwaɪ,ˈbreɪkθˌru
ai,shy,haunt,eɪaɪ,ʃaɪ,hɔnt
canon,banana,mood,ˈkænən,bəˈnænə,mud
sheet,wheat,nutrition,ʃit,wi,nuˈtrɪʃən
loaf,shoaf,collard,loʊf,ʃoʊ,ˈkɑlərd
pot,cot,epoxy,pɑt,kɑt,ɪˈpɑksi
affair,entrepreneur,aide,əˈfɛr,ˌɑntrəprəˈnʊr,eɪd
ghost,utmost,bleed,goʊst,ˈətˌmoʊ,blid
creature,english teacher,dose,ˈkriʧər,ˈɪŋlɪʃ ˈtiʧə,doʊs
chemistry,familiarity,domination,ˈkɛmɪstri,fəˌmɪˈljɛrəti,ˌdɑməˈneɪʃən
percentage,message,octopus,pərˈsɛnɪʤ,ˈmɛsɪ,ˈɑktəˌpʊs
dates,grace,bike,deɪts,greɪ,baɪk
evening,cleaning,sunroom,ˈivnɪŋ,ˈklinɪ,ˈsənˌrum
backstop,drop,robe,ˈbækˌstɑp,drɔp,roʊb
long-term,harm,lens,lɔŋ tərm,hɑrm,lɛnz
kowtow,chow,possession,ˈkoʊˈtoʊ,ʧaʊ,pəˈzɛʃən
atmosphere,sheer,hamster,ˈætməsˌfɪr,ʃɪ,ˈhæmstər
guru,shoe,starter,ˈguˌru,ʃu,ˈstɑrtər
dealer,beater,joke,ˈdilər,ˈbitər,ʤoʊk
screen,halloween,orientation,skrin,ˌhæləˈwi,ˌɔriɛnˈteɪʃən
nosedive,hive,fascinated,ˈnoʊzˌdaɪv,haɪ,ˈfæsəˌneɪtɪd
plastic,tragic,plan,ˈplæstɪk,ˈtræʤɪ,plæn
broom,bathroom,philosopher,brum,ˈbæθˌrum,fəˈlɑsəfər
leave,greve,mitten,liv,gri,ˈmɪtən
bout,doubt,surprise,baʊt,daʊ,səˈpraɪz
jerk,homework,lord,ʤərk,ˈhoʊmˌwərk,lɔrd
eclipse,tricks,wind,ɪˈklɪps,trɪ,wɪnd
peas,please,soda,piz,pli,ˈsoʊdə
queen,demean,program,kwin,dɪˈmi,ˈproʊˌgræm
huddle,tunnel,streetcar,ˈhədəl,ˈtənə,ˈstritˌkɑr
hammer,hammered,hypothesis,ˈhæmər,ˈhæmə,haɪˈpɑθəsəs
petty,jelly,pipe,ˈpɛˌti,ˈʤɛli,paɪp
addition,collision,frontier,əˈdɪʃən,kəˈlɪʒən,frənˈtɪr
fantasy,audacity,strap,ˈfænəsi,ɑˈdæsəti,stræp
cancer,hammer,copper,ˈkænsər,ˈhæmər,ˈkɑpər
office,novice,testimony,ˈɔfəs,ˈnɑvə,ˈtɛstɪˌmoʊni
tough,luff,finish,təf,ləf,ˈfɪnɪʃ
fireplace,showcase,fatigue,ˈfaɪərˌpleɪs,ˈʃoʊˌkeɪ,fəˈtig
devilish,jealous,passing,ˈdɛvlɪʃ,ˈʤɛlə,ˈpæsɪŋ
movie,cutie,squatter,ˈmuvi,kjuti,skˈwɑtər
lighting,rising,login,ˈlaɪtɪŋ,ˈraɪzɪŋ,lɔɡɪn
warn,inborn,survivor,wɔrn,ˈɪnˌbɔ,sərˈvaɪvər
beg,legge,plain,bɛg,lɛ,pleɪn
revolution,rasputin,readiness,ˌrɛvəˈluʃən,rəˈspjutɪn,ˈrɛdinəs
direction,progression,muddy,dɪˈrɛkʃɪn,prəˈgrɛʃə,ˈmədi
goose,abuse,fighter,gus,əˈbju,ˈfaɪtər
tight,contrite,willingness,taɪt,kənˈtraɪt,ˈwɪlɪŋnəs
infamous,innocence,meatloaf,ˈɪnfəməs,ˈɪnəsəns,ˈmitloʊf
steal,seal,mole,stil,si,moʊl
diaphragm,dam,spleen,ˈdaɪəˌfræm,dæm,splin
understand,jammed,ruler,ˌəndərˈstænd,ʤæmd,ˈrulər
theater,realtor,waterbed,ˈθieɪtər,ˈriəltə,ˈwɔtərˌbɛd
confused,fortitude,morsel,kənfˈjuzd,ˈfɔrtɪˌtud,ˈmɔrsəl
save,behave,voiceless,seɪv,bɪˈheɪv,ˈvɔɪsləs
justify,try,yak,ˈʤəstəˌfaɪ,traɪ,jæk
expedite,satellite,treat,ˈɛkspɪˌdaɪt,ˈsætəˌlaɪt,trit
advocate,plate,organize,ˈædvəˌkeɪt,pleɪt,ˈɔrgəˌnaɪz
mix,ticks,automation,mɪks,tɪ,ɔtəˈmeɪʃən
x-rated,x rated,pastor,ɛks ˈreɪtɪd,ɛks ˈreɪtɪd,ˈpæstər
naive,reeve,peripheral,naɪiv,riv,pərˈɪfərəl
mission,coalition,recondite,ˈmɪʃən,ˌkoʊəˈlɪʃə,ˈrɛkənˌdaɪt
thousand,housing,trench,ˈθaʊzənd,ˈhaʊzɪŋ,trɛnʧ
welcome wagon,dragon,downturn,ˈwɛlkəm ˈwægən,ˈdrægə,ˈdaʊnˌtərn
border,water,subdued,ˈbɔrdər,ˈwɔtə,səbˈdud
bail,assail,white,beɪl,əˈseɪl,waɪt
short,cart,excited,ʃɔrt,kɑ,ɪkˈsaɪtɪd
high fashion,passion,dust,haɪ ˈfæʃən,ˈpæʃə,dəst
tina,cleaner,flair,ˈtinə,ˈklinər,flɛr
spiral,sorrel,abdomen,ˈspaɪrəl,ˈsɔrəl,ˈæbdəmən
terrorism,rhythm,latency,ˈtɛrəˌrɪzəm,ˈrɪðə,ˈleɪtənsi
stuck,buck,allowance,stək,bə,əˈlaʊəns
beginning,spitting,honesty,bɪˈgɪnɪŋ,ˈspɪtɪ,ˈɑnəsti
cast,graft,swamp,kæst,græ,swɔmp
chit,fit,merchant,ʧɪt,fɪ,ˈmərʧənt
science,guidance,heater,saɪəns,ˈgaɪdəns,ˈhitər
sparrow,valero,mist,ˈspɛroʊ,vəˈlɛroʊ,mɪst
weak,antique,mist,wik,ænˈti,mɪst
aware,forget,sweatsuit,əˈwɛr,fərˈgɛ,sˈwɛtˌsut
knowledge,olive,consent,ˈnɑlɪʤ,ˈɑlɪv,kənˈsɛnt
discrete,treat,collect,dɪˈskrit,tri,kəˈlɛkt
irrawaddy,everybody,complement,ˈɪrəˌwɑdi,ˈɛvriˌbɑdi,ˈkɑmpləmənt
confuse,amused,understanding,kənfˈjuz,əmˈju,ˌəndərˈstændɪŋ
jean,clean,dew,ʤin,kli,du
kettle,petals,hedgehog,ˈkɛtəl,ˈpɛtə,ˈhɛˌʤhɑg
slice,advice,terrace,slaɪs,ədˈvaɪ,ˈtɛrəs
topography,honesty,drainage,təˈpɑgrəfi,ˈɑnəsti,ˈdreɪnɪʤ
disagree,agreed,causeway,dɪsəˈgri,əˈgri,ˈkɔzˌweɪ
complaint,contain,club,kəmˈpleɪnt,kənˈteɪ,kləb
biting,riding,gondola,ˈbaɪtɪŋ,ˈraɪdɪŋ,ˈgɑndələ
gold,household,norm,goʊld,ˈhaʊsˌhoʊld,nɔrm
hourglass,brass,grind,ˈaʊərˌglæs,bræ,graɪnd
sewer,seward,column,suər,suə,ˈkɑləm
consider,sidor,academics,kənˈsɪdər,ˈsɪdər,ˌækəˈdɛmɪks
bikini,puccini,amount,bɪˈkini,puˈʧini,əˈmaʊnt
destination,station,data,ˌdɛstɪˈneɪʃən,ˈsteɪʃən,ˈdætə
sore,bare,greasy,sɔr,bɛr,ˈgrisi
bundy,money,horrible,ˈbəndi,ˈməni,ˈhɔrəbəl
tape,fire escape,sandal,teɪp,faɪər ɪˈskeɪ,ˈsændəl
search,ocean perch,setting,sərʧ,ˈoʊʃən pə,ˈsɛtɪŋ
session,legend,jeep,ˈsɛʃən,ˈlɛʤə,ʤip
protocol,tall,airbus,ˈproʊtəˌkɔl,tɔ,ˈɛrbəs
boulevard,walmart,bourgeoisie,ˈbʊləˌvɑrd,ˈwɔlˌmɑrt,ˌbʊrʒˌwɑˈzi
souvenir,defer,spreadsheet,ˌsuvəˈnɪr,dɪˈfər,ˈsprɛdˌʃit
likewise,size,hammock,ˈlaɪkˌwaɪz,saɪz,ˈhæmək
bloodstream,scheme,sir,ˈblədˌstrim,skim,sər
illusion,disillusioned,realization,ˌɪˈluʒən,ˌdɪsɪˈluʒənd,ˈriləˈzeɪʃən
lake,brake,beat,leɪk,breɪ,bit
advantage,vanish,analogue,ædˈvæntɪʤ,ˈvænɪ,ˈænəˌlɔg
vocals,local,exuberant,ˈvoʊkəlz,ˈloʊkəl,ɪgˈzubərənt
driver,advisor,agony,ˈdraɪvər,ædˈvaɪzə,ˈægəni
grease,eyepiece,mixture,gris,ˈaɪˌpis,ˈmɪksʧər
ameliorate,relate,design,əˈmiljərˌeɪt,rɪˈleɪt,dɪˈzaɪn
shoulder,yoder,tectonics,ˈʃoʊldər,ˈjoʊdə,tɛkˈtɑnɪks
misled,spread,beer,mɪsˈlɛd,sprɛd,bɪr
lend,trend,harmonious,lɛnd,trɛnd,hɑrˈmoʊniəs
abide,alight,readiness,əˈbaɪd,əˈlaɪt,ˈrɛdinəs
reveal,wheel,hurried,rɪˈvil,wi,ˈhərid
crime,enzyme,stuff,kraɪm,ˈɛnˌzaɪm,stəf
pig,pigg,chastity,pɪg,pɪg,ˈʧæstəti
remember,lender,chopsticks,rɪˈmɛmbər,ˈlɛndər,ˈʧɑpˌstɪks
word,scared,manufacture,wərd,skɛ,ˌmænjəˈfækʧər
sniper,tiger,feather,sˈnaɪpər,ˈtaɪgər,ˈfɛðər
grey,array,caviar,greɪ,əreɪ,ˈkæviˌɑr
need,creed,donkey,nid,kri,ˈdɔŋki
upset,debt,thunder,ˈəpˌsɛt,dɛt,ˈθəndər
rust,lust,terminology,rəst,ləst,ˌtərmɪˈnɑləʤi
concern,concerned,riverbed,kənˈsərn,kənˈsə,ˈrɪvərˌbɛd
sharf,scarf,praised,ʃɑrf,skɑ,preɪzd
malaprop,hop,provision,ˈmæləˌprɑp,hɑ,prəˈvɪʒən
afraid,contain,deliberation,əˈfreɪd,kənˈteɪn,dɪˌlɪbərˈeɪʃən
motorbike,like,recliner,ˈmoʊtərˌbaɪk,laɪk,rɪˈklaɪnər
maneuver,rumor,appear,məˈnuvər,ˈrumə,əˈpɪr
spotlight,delight,method,ˈspɑˌtlaɪt,dɪˈlaɪt,ˈmɛθəd
synonym,violin,picket,ˈsɪnəˌnɪm,vaɪəˈlɪn,ˈpɪkɪt
moet,poet,heartache,moʊɪt,poʊət,ˈhɑrˌteɪk
girlfriend,revenge,mud,ˈgərlˌfrɛnd,riˈvɛ,məd
portions,fortune,gas,ˈpɔrʃənz,ˈfɔrʧən,gæs
collar,trawler,deck,ˈkɑlər,ˈtrɔlə,dɛk
rot,cannot,destiny,rɑt,ˈkænɑt,ˈdɛstəni
nun,everyone,gel,nən,ˈɛvriˌwən,ʤɛl
leave,reprieve,shape,liv,riˈpri,ʃeɪp
rainbow,grow,transmission,ˈreɪnˌboʊ,groʊ,trænzˈmɪʃən
taste,chafed,abnormal,teɪst,ʧeɪ,æbˈnɔrməl
death,peth,spare,dɛθ,pɛθ,spɛr
idea,crimea,weasel,aɪˈdiə,kraɪˈmiə,ˈwizəl
coherence,insurance,pheromone,koʊˈhɪrəns,ˌɪnˈʃʊrəns,ˈfɛrəˌmoʊn
eclipse,round trip,know-how,ɪˈklɪps,raʊnd trɪ,noʊ haʊ
rough,ruf,cookbook,rəf,rə,ˈkʊkˌbʊk
glove,thereof,fishmonger,gləv,ˌðɛˈrə,ˈfɪʃˌmɑŋgər
wing,sting,ordination,wɪŋ,stɪ,ˌɔrdəˈneɪʃən
perplexed,reflect,yawn,pərˈplɛkst,rɪˈflɛ,jɔn
worker,mortar,friend,ˈwərkər,ˈmɔrtə,frɛnd
satire,bonfire,spat,ˈsæˌtaɪər,ˈbɑnˌfaɪər,spæt
tics,mix,abounding,tɪks,mɪ,əˈbaʊndɪŋ
half,golden calf,permit,hæf,ˈgoʊldən kæf,ˈpərˌmɪt
seeking,feeling,knitting,ˈsikɪŋ,ˈfilɪ,ˈnɪtɪŋ
drive home,comb,logo,draɪv hoʊm,koʊm,ˈloʊgoʊ
husband,disgusted,staking,ˈhəzbənd,dɪsˈgəstɪd,ˈsteɪkɪŋ
double,couple,ottoman,ˈdəbəl,ˈkəpə,ˈɑtəmən
cry,fly,grandchild,kraɪ,flaɪ,ˈgrænˌʧaɪld
mystical,original,kept,ˈmɪstɪkəl,ərˈɪʤənə,kɛpt
prescribe,sunrise,result,prəˈskraɪb,ˈsənˌraɪ,rɪˈzəlt
flare,floor,obtain,flɛr,flɔr,əbˈteɪn
destroy,joy,barrier,dɪˈstrɔɪ,ʤɔɪ,ˈbɛriər
secure,hair,porpoise,sɪˈkjʊr,hɛr,ˈpɔrpəs
anybody,enviously,wallaby,ˈɛnibədi,ˈɛnviəsli,ˈwɑləbi
donne,someone,sponge,dən,ˈsəmˌwən,spənʤ
lambaste,waste,popsicle,ˌlæmˈbæst,weɪst,ˈpɑpsɪkəl
tip,courtship,ketch,tɪp,ˈkɔˌrʧɪ,kɛʧ
take,opaque,reliability,teɪk,oʊˈpeɪk,riˌlaɪəˈbɪləti
choir loft,soft,bribery,kwaɪər lɔft,sɔ,ˈbraɪbəri
gavel,gravel,anterior,ˈgævəl,ˈgrævəl,ænˈtɪriər
swamp rabbit,habit,salad,swɔmp ˈræbɪt,ˈhæbə,ˈsæləd
broad,flawed,attach,brɔd,flɔ,əˈtæʧ
price,entice,marksman,praɪs,ɪnˈtaɪs,ˈmɑrksmən
disgraceful,painful,secretion,dɪsˈgreɪsfəl,ˈpeɪnfə,səˈkriʃən
sermon,ferman,fraudster,ˈsərmən,ˈfərmən,ˈfrɔdstər
slave,wave,retouching,sleɪv,weɪ,riˈtəʧɪŋ
marines,machine,feather,mərˈinz,məˈʃin,ˈfɛðər
fear,bar,soil,fɪr,bɑr,sɔɪl
dollop,solid,basil,ˈdɑləp,ˈsɑlə,ˈbæzəl
piano,rana,sublet,piˈænə,ˈrænə,ˈsəˌblɛt
indiana,piano,den,ˌɪndiˈænə,piˈænə,dɛn
nights,spice,annoy,naɪts,spaɪ,əˈnɔɪ
anticipation,pages,lashes,ænˌtɪsəˈpeɪʃən,ˈpeɪʤɪz,ˈlæʃɪz
recovery,honey,army,rɪˈkəvəri,ˈhəni,ˈɑrmi
limit,impulse,exchange,ˈlɪmət,ˌɪmˈpə,ɪksˈʧeɪnʤ
shantytown,breakdown,breakable,ˈʃæntiˌtaʊn,ˈbreɪkˌdaʊn,ˈbreɪkəbəl
lucky,muggy,fact,ˈləki,ˈməgi,fækt
softer,lobster,knight,ˈsɔftər,ˈlɑbstə,naɪt
bad,ironclad,sovereignty,bæd,ˈaɪərnˌklæ,ˈsɑvrənti
axis,blackness,burly,ˈæksəs,ˈblæknə,ˈbərli
lantern,tanner,mineral,ˈlæntərn,ˈtænə,ˈmɪnərəl
louth,south,discretion,laʊθ,saʊθ,dɪˈskrɛʃən
prey,cache,choir,preɪ,kæˈʃeɪ,kwaɪər
plane,maintain,lemon,pleɪn,meɪnˈteɪ,ˈlɛmən
attire,desire,manager,əˈtaɪər,dɪˈzaɪər,ˈmænɪʤər
app,trap,manor,æp,træp,ˈmænər
tandem,random,catastrophe,ˈtændəm,ˈrændə,kəˈtæstrəfi
cleft,west,allergist,klɛft,wɛst,ˈælərʤəst
reek,sneak,secure,rik,sni,sɪˈkjʊr
final,idol,briefly,ˈfaɪnəl,ˈaɪdəl,ˈbrifli
holiday,bay,stool,ˈhɑlɪˌdeɪ,beɪ,stul
american,heroine,cranberry,əˈmɛrɪkən,ˈhɛroʊən,ˈkrænˌbɛri
diablo,piano,tsunami,ˌdiˈæbloʊ,piˈænə,tsuˈnɑmi
bait,create,riverbed,beɪt,kriˈeɪt,ˈrɪvərˌbɛd
creep,deep,noise,krip,dip,nɔɪz
modern,marauder,accomplishment,ˈmɑdərn,mərˈɔdər,əˈkɑmplɪʃmənt
conform,arm,workbench,kənˈfɔrm,ɑrm,ˈwərkˌbɛnʧ
due,rue,plaster,du,ru,ˈplæstər
advise,fries,wagon,ədˈvaɪz,fraɪz,ˈwægən
cow,prow,weakness,kaʊ,praʊ,ˈwiknəs
suppose,throes,skirt,səˈpoʊz,θroʊ,skərt
flame,shame,subset,fleɪm,ʃeɪm,ˈsəbˌsɛt
anorak,track,trait,ˈænərˌæk,træ,treɪt
nibble,widdle,garage,ˈnɪbəl,ˈwɪdə,gərɑʒ
laying waste,paste,congressman,leɪɪŋ weɪst,peɪ,ˈkɑŋgrəsmən
steel wool,pull,adapter,stil wʊl,pʊ,əˈdæptər
sheet,heat,pronoun,ʃit,hi,ˈproʊnaʊn
flooded,muddled,therapist,ˈflədɪd,ˈmədə,ˈθɛrəpɪst
bleak,unique,organize,blik,juˈni,ˈɔrgəˌnaɪz
spending,suspended,balcony,ˈspɛndɪŋ,səˈspɛndɪ,ˈbælkəni
numbered,comfort,equivalent,ˈnəmbərd,ˈkəmfə,ɪkˈwɪvələnt
sugar,krueger,elk,ˈʃʊgər,ˈkrugə,ɛlk
farmland,hand,big,ˈfɑrmˌlænd,hænd,bɪg
reflect,prevent,adult,rɪˈflɛkt,prɪˈvɛnt,ˈædəlt
magnificent,different,burn,mægˈnɪfɪsənt,ˈdɪfərənt,bərn
career,cohere,timing,kərɪr,koʊˈhɪr,ˈtaɪmɪŋ
assigning,mining,conception,əˈsaɪnɪŋ,ˈmaɪnɪ,kənˈsɛpʃən
brand,grandstand,log,brænd,ˈgrændˌstæ,lɔg
trap,stab,mound,træp,stæ,maʊnd
war,bear,hedge,wɔr,bɛ,hɛʤ
strip,internship,chestnut,strɪp,ˈɪntərnˌʃɪp,ˈʧɛsˌnət
screens,jeans,boundless,skrinz,ʤinz,ˈbaʊndləs
tooth,huth,pastoral,tuθ,huθ,ˈpæstərəl
prescribe,define,disapprove,prəˈskraɪb,dɪˈfaɪ,ˌdɪsəˈpruv
chart,fall apart,needy,ʧɑrt,fɔl əˈpɑrt,ˈnidi
styling,hiding,tell,ˈstaɪlɪŋ,ˈhaɪdɪ,tɛl
thrift,clift,daylight,θrɪft,klɪ,ˈdeɪˌlaɪt
warm,confirm,yesterday,wɔrm,kənˈfərm,ˈjɛstərˌdeɪ
test,quest,loan,tɛst,kwɛst,loʊn
rhythm,religion,panicky,ˈrɪðəm,rɪˈlɪʤə,ˈpænɪki
choir,diner,effector,kwaɪər,ˈdaɪnər,ɪfɛktɜ˞
wipe,tintype,transform,waɪp,ˈtɪnˌtaɪp,ˈtrænsfɔrm
old french,trench,accuracy,oʊld frɛnʧ,trɛ,ˈækjərəsi
bay,hallway,combat,beɪ,ˈhɔlˌweɪ,ˈkɑmbæt
beginner,winner,whistle,bɪˈgɪnər,ˈwɪnə,ˈwɪsəl
socialism,wisdom,cheesecake,ˈsoʊʃəˌlɪzəm,ˈwɪzdə,ˈʧizˌkeɪk
peak,creek,reservoir,pik,krik,ˈrɛzəvˌwɑr
townsfolk,coke,whale,ˈtaʊnzˌfoʊk,koʊk,weɪl
voyage,boyish,mutton,vɔɪəʤ,bɔɪɪ,ˈmətən
rue,clue,widow,ru,klu,ˈwɪdoʊ
release,between,adhesive,riˈlis,bɪtˈwin,əˈdhisɪv
brooklyn,woman,galoshes,ˈbrʊklɪn,ˈwʊmən,gəˈlɑʃɪz
card,chord,capital,kɑrd,kɔrd,ˈkæpɪtəl
grief,leaf,appetizer,grif,li,ˈæpəˌtaɪzər
breaking,bacon,dare,ˈbreɪkɪŋ,ˈbeɪkən,dɛr
co,flow,maniacal,koʊ,floʊ,məˈnaɪəkəl
shore,more,scorpion,ʃɔr,mɔ,ˈskɔrpiən
surprise,tonight,rooster,səˈpraɪz,təˈnaɪ,ˈrustər
nod,aud,cassock,nɑd,ɔd,ˈkæsək
justify,apologize,preside,ˈʤəstəˌfaɪ,əˈpɑləˌʤaɪ,prɪˈzaɪd
homicide,ride,device,ˈhɑməˌsaɪd,raɪd,dɪˈvaɪs
release,caprice,being,riˈlis,kəˈpri,biɪŋ
site,delight,cub,saɪt,dɪˈlaɪ,kəb
numb,thumb,cookie,nəm,θəm,ˈkʊki
jelly,telly,productive,ˈʤɛli,ˈtɛli,pərˈdəktɪv
masquerade,spade,hallway,ˌmæskərˈeɪd,speɪ,ˈhɔlˌweɪ
request,regret,monster,rɪkˈwɛst,rɪˈgrɛ,ˈmɑnstər
yellow,velo,engineer,ˈjɛloʊ,ˈvɛloʊ,ˈɛnʤəˈnɪr
contravene,gasoline,pen,ˈkɑntrəˌvin,ˈgæsəˌlin,pɛn
loopy,groovy,debonair,ˈlupi,ˈgruvi,ˌdɛbəˈnɛr
con,amazon,indicator,kɑn,ˈæməˌzɑ,ˈɪndəˌkeɪtər
strand,offhand,poem,strænd,ˈɔfˈhænd,poʊəm
deliver,liquor,syrup,dɪˈlɪvər,ˈlɪkə,ˈsɪrəp
anger,vampire,personal,ˈæŋgər,ˈvæmpaɪr,ˈpərsɪnəl
discount,unwound,butter,ˈdɪskaʊnt,ənˈwaʊ,ˈbətər
lyrics,clearance,conspiracy,ˈlɪrɪks,ˈklɪrə,kənˈspɪrəsi
middle,dibble,gripper,ˈmɪdəl,ˈdɪbəl,ɡɹɪpɜ˞
boehm,home,lynx,boʊm,hoʊ,lɪŋks
glow,toe,bough,gloʊ,toʊ,baʊ
gurney,dirty,develop,ˈgərni,ˈdərti,dɪˈvɛləp
crooked,hooking,sonar,ˈkrʊkəd,ˈhʊkɪŋ,ˈsoʊnɑr
insist,list,sofa,ˌɪnˈsɪst,lɪst,ˈsoʊfə
tease,sease,tonic,tiz,si,ˈtɑnɪk
complete,meet,grain,kəmˈplit,mit,greɪn
ancillary,carry,haircut,ˈænsəˌlɛri,ˈkɛri,ˈhɛrˌkət
flaming,payment,emergent,ˈfleɪmɪŋ,ˈpeɪmənt,ˈimərʤənt
weigh,allay,planter,weɪ,əˈleɪ,ˈplæntər
haze,essays,ladder,heɪz,ˈɛˌseɪ,ˈlædər
piech,teach,campaign,piʧ,tiʧ,kæmˈpeɪn
new,blue,hotdog,nu,blu,ˈhɑtˌdɔg
cocaine,latte,heart,koʊˈkeɪn,ˈlɑˌteɪ,hɑrt
leach,beach,greedy,liʧ,biʧ,ˈgridi
consequence,ominous,misty,ˈkɑnsəkwəns,ˈɑmənəs,ˈmɪsti
undergo,toe,illustrious,ˌəndərˈgoʊ,toʊ,ˌɪˈləstriəs
gravel,gracile,item,ˈgrævəl,ˈgræsə,ˈaɪtəm
ruhl,dull,passenger,rəl,dəl,ˈpæsənʤər
harrison,heroine,marathon,ˈhɛrɪsən,ˈhɛroʊən,ˈmɛrəˌθɑn
connote,throat,lathe,kəˈnoʊt,θroʊt,leɪð
guy,exemplify,tectonics,gaɪ,ɪgˈzɛmpləˌfaɪ,tɛkˈtɑnɪks
speech,purple beech,actor,spiʧ,ˈpərpəl biʧ,ˈæktər
bullet,bullis,pollution,ˈbʊlət,ˈbʊlɪ,pəˈluʃən
couple,juggle,plenty,ˈkəpəl,ˈʤəgəl,ˈplɛnti
danny,alley,moth,ˈdæni,ˈæli,mɔθ
singing,stinging,slay,ˈsɪŋɪŋ,ˈstɪŋɪŋ,sleɪ
clone,own,transfer,kloʊn,oʊn,ˈtrænsfər
travel,dabble,pet,ˈtrævəl,ˈdæbə,pɛt
celebrity,prosperity,caper,səˈlɛbrɪti,prɑˈspɛrəti,ˈkeɪpər
boy,ahoy,competence,bɔɪ,əˈhɔɪ,ˈkɑmpətɪns
jealousy,ecstasy,defiant,ˈʤɛləsi,ˈɛkstəsi,dɪˈfaɪənt
bolin,bowling,cope,ˈboʊlɪn,ˈboʊlɪ,koʊp
sweet tooth,smooth,outrageous,swit tuθ,smuð,aʊˈtreɪʤəs
usher,discover,loincloth,ˈəʃər,dɪˈskəvər,ˈlɔɪnˌklɔθ
precision,collision,mailbox,priˈsɪʒən,kəˈlɪʒə,ˈmeɪlˌbɑks
goulash,wash,friendship,ˈguˌlɑʃ,wɑʃ,ˈfrɛndʃɪp
approval,jewel,toaster,əˈpruvəl,ʤuəl,ˈtoʊstər
demurred,ford,reservation,dɪˈmərd,fɔrd,ˌrɛzərˈveɪʃən
police,syntheses,change,pəˈlis,ˈsɪnθəˌsi,ʧeɪnʤ
cd,foresee,imperfect,ˈsiˈdi,fɔrˈsi,ˌɪmˈpərfɪkt
cynical,encyclical,selective,ˈsɪnɪkəl,ɛnˈsɪklɪkəl,səˈlɛktɪv
breadth,depth,feigned,brɛdθ,dɛpθ,feɪnd
neice,piece,chase,nis,pis,ʧeɪs
garbage,hearted,civilian,ˈgɑrbɪʤ,ˈhɑrtɪ,səˈvɪljən
feeling,breathing,warning,ˈfilɪŋ,ˈbriðɪ,ˈwɔrnɪŋ
mohawk,stock,verify,ˈmoʊˌhɔk,stɑk,ˈvɛrəˌfaɪ
hijack,pack,veteran,ˈhaɪˌʤæk,pæk,ˈvɛtərən
junge,young,arch-rival,ʤəŋ,jəŋ,ɑrʧ ˈraɪvəl
nephew,rescue,kayak,ˈnɛfju,ˈrɛskju,kaɪæk
heave,leave,genius,hiv,li,ˈʤinjəs
virtue,nurture,church,ˈvərʧu,ˈnərʧər,ʧərʧ
choate,throat,coverage,ʧoʊt,θroʊ,ˈkəvərɪʤ
nightmares,downstairs,corral,ˈnaɪtˌmɛrz,ˈdaʊnˈstɛrz,kəræl
seagrove,trove,seaside,ˈsiˌgroʊv,troʊ,ˈsiˌsaɪd
church bench,trench,issue,ʧərʧ bɛnʧ,trɛ,ˈɪʃu
without,checkout,t-shirt,wɪˈθaʊt,ˈʧɛˌkaʊt,ti ʃərt
spending,denting,poke,ˈspɛndɪŋ,ˈdɛntɪ,poʊk
biblical,physical,virtue,ˈbɪblɪkəl,ˈfɪzɪkə,ˈvərʧu
market,darkness,terrify,ˈmɑrkɪt,ˈdɑrknəs,ˈtɛrəˌfaɪ
fix,strips,evasive,fɪks,strɪps,ɪˈveɪzɪv
fao,cow,match,faʊ,kaʊ,mæʧ
tale,hail,fertilizer,teɪl,heɪl,ˈfərtəˌlaɪzər
up,club,foxglove,əp,kləb,ˈfɑksˌgləv
daddy,gaddy,colony,ˈdædi,ˈgædi,ˈkɑləni
knowledge,olives,nightclub,ˈnɑlɪʤ,ˈɑlɪ,ˈnaɪtˌkləb
crone,own,decoration,kroʊn,oʊ,ˌdɛkərˈeɪʃən
invoke,yoke,mallard,ˌɪnˈvoʊk,joʊ,ˈmælərd
mission,excision,witch-hunt,ˈmɪʃən,ɪkˈsɪʒə,wɪʧ hənt
deplores,applause,kneel,dɪˈplɔrz,əˈplɔ,nil
healthcare,prayer,impediment,ˈhɛlθˌkɛr,prɛ,ˌɪmˈpɛdəmənt
